133,Rihanna,Work,"580,902",2017-02-10
134,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"567,631",2017-02-10
135,Andy Grammer,Fresh Eyes,"562,267",2017-02-10
136,The Chainsmokers,Setting Fires,"559,248",2017-02-10
137,Coldplay,Hymn for the Weekend - Seeb Remix,"558,245",2017-02-10
138,Little Mix,Shout Out to My Ex,"557,793",2017-02-10
139,Gucci Mane,Both (feat. Drake),"553,101",2017-02-10
140,Lukas Graham,7 Years,"552,901",2017-02-10
141,Don Omar,Te Quiero Pa´Mi,"551,846",2017-02-10
142,Chino & Nacho,Andas En Mi Cabeza,"545,773",2017-02-10
143,Migos,Kelly Price (feat. Travis Scott),"543,369",2017-02-10
144,DNCE,Cake By The Ocean,"542,944",2017-02-10
145,Anne-Marie,Ciao Adios,"541,458",2017-02-10
146,Mike Perry,The Ocean (feat. Shy Martin),"540,223",2017-02-10
147,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"539,050",2017-02-10
148,Ariana Grande,Into You,"532,928",2017-02-10
149,Galantis,Love on Me,"531,974",2017-02-10
150,Big Sean,Sacrifices,"531,235",2017-02-10
151,Daddy Yankee,Shaky Shaky,"525,739",2017-02-10
152,Young Thug,pick up the phone,"522,774",2017-02-10
153,Daddy Yankee,La Rompe Corazones,"520,943",2017-02-10
154,Big Sean,Halfway Off The Balcony,"515,995",2017-02-10
155,Major Lazer,Lean On (feat. MØ & DJ Snake),"514,277",2017-02-10
156,Farruko,Chillax (feat. Ky-Mani Marley),"512,032",2017-02-10
157,Migos,Slippery (feat. Gucci Mane),"511,356",2017-02-10
158,Mura Masa,Love$ick,"509,129",2017-02-10
159,Niall Horan,This Town,"508,819",2017-02-10
160,Big Sean,Jump Out The Window,"508,057",2017-02-10
161,Desiigner,Outlet,"505,006",2017-02-10
162,MØ,Final Song,"504,235",2017-02-10
163,Enrique Iglesias,DUELE EL CORAZON,"500,514",2017-02-10
164,Zara Larsson,So Good (feat. Ty Dolla $ign),"492,421",2017-02-10
165,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","491,695",2017-02-10
166,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"491,078",2017-02-10
167,Adele,Send My Love (To Your New Lover),"490,284",2017-02-10
168,James Bay,Let It Go,"486,603",2017-02-10
169,The Weeknd,Six Feet Under,"486,125",2017-02-10
170,Nick Jonas,"Bom Bidi Bom - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","485,497",2017-02-10
171,ZAYN,PILLOWTALK,"484,671",2017-02-10
172,The Weeknd,Sidewalks,"482,721",2017-02-10
173,Ed Sheeran,Shape of You - Galantis Remix,"481,424",2017-02-10
174,Adele,Hello,"480,833",2017-02-10
175,DJ Snake,Middle,"477,482",2017-02-10
176,Maluma,Borro Cassette,"473,919",2017-02-10
177,Khalid,Location,"473,218",2017-02-10
178,Sigrid,Don't Kill My Vibe,"469,398",2017-02-10
179,Post Malone,White Iverson,"466,781",2017-02-10
180,Future,Low Life,"465,242",2017-02-10
181,Calum Scott,Dancing On My Own,"464,628",2017-02-10
182,G-Eazy,"Me, Myself & I","463,259",2017-02-10
183,Jonas Blue,Fast Car,"461,138",2017-02-10
184,Eminem,'Till I Collapse,"456,530",2017-02-10
185,Shawn Mendes,Stitches,"455,012",2017-02-10
186,The Weeknd,The Hills,"452,215",2017-02-10
187,John Legend,All of Me,"447,066",2017-02-10
188,Passenger,Let Her Go,"446,587",2017-02-10
189,J. Cole,No Role Modelz,"445,294",2017-02-10
190,Flume,Never Be Like You,"443,003",2017-02-10
191,Grey,I Miss You,"442,957",2017-02-10
192,Sam Smith,Stay With Me,"442,126",2017-02-10
193,The Killers,Mr. Brightside,"442,025",2017-02-10
194,Kanye West,Stronger,"440,452",2017-02-10
195,Justin Bieber,What Do You Mean?,"439,789",2017-02-10
196,Hozier,Take Me To Church,"436,706",2017-02-10
197,Thomas Gold,Magic,"435,874",2017-02-10
198,Lil Uzi Vert,You Was Right,"434,784",2017-02-10
199,Ryan Gosling,"City Of Stars - From ""La La Land"" Soundtrack","433,103",2017-02-10
200,Future,Used to This,"432,158",2017-02-10
1,Ed Sheeran,Shape of You,"7,714,323",2017-02-11
2,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","4,331,920",2017-02-11
3,Luis Fonsi,Despacito (Featuring Daddy Yankee),"4,131,487",2017-02-11
4,The Chainsmokers,Paris,"4,038,157",2017-02-11
5,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"3,127,587",2017-02-11
6,Ed Sheeran,Castle on the Hill,"3,004,201",2017-02-11
7,Martin Garrix,Scared to Be Lonely,"2,980,031",2017-02-11
8,The Weeknd,Starboy,"2,740,661",2017-02-11
9,Katy Perry,Chained To The Rhythm,"2,636,983",2017-02-11
10,James Arthur,Say You Won't Let Go,"2,562,028",2017-02-11
11,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,536,436",2017-02-11
12,The Chainsmokers,Closer,"2,523,204",2017-02-11
13,The Weeknd,I Feel It Coming,"2,511,228",2017-02-11
14,Starley,Call On Me - Ryan Riback Extended Remix,"2,439,798",2017-02-11
15,Shakira,Chantaje (feat. Maluma),"2,269,239",2017-02-11
16,Maroon 5,Don't Wanna Know,"2,191,278",2017-02-11
17,Steve Aoki,Just Hold On,"2,043,264",2017-02-11
18,Julia Michaels,Issues,"2,015,921",2017-02-11
19,Machine Gun Kelly,Bad Things (with Camila Cabello),"2,014,941",2017-02-11
20,Drake,Fake Love,"1,927,151",2017-02-11
21,Alessia Cara,"How Far I'll Go - From ""Moana""","1,886,923",2017-02-11
22,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,884,213",2017-02-11
23,DJ Snake,Let Me Love You,"1,883,436",2017-02-11
24,Bruno Mars,24K Magic,"1,840,651",2017-02-11
25,Big Sean,Bounce Back,"1,761,356",2017-02-11
26,The Vamps,All Night,"1,731,818",2017-02-11
27,Martin Jensen,Solo Dance,"1,699,663",2017-02-11
28,Drake,One Dance,"1,694,485",2017-02-11
29,Alok,Hear Me Now,"1,652,125",2017-02-11
30,AJR,Weak,"1,624,497",2017-02-11
31,CNCO,Reggaetón Lento (Bailemos),"1,578,837",2017-02-11
32,Jon Bellion,All Time Low,"1,569,632",2017-02-11
33,Nicky Jam,El Amante,"1,551,599",2017-02-11
34,Ariana Grande,Side To Side,"1,500,740",2017-02-11
35,Robin Schulz,Shed a Light,"1,459,073",2017-02-11
36,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,441,404",2017-02-11
37,Sage The Gemini,Now and Later,"1,440,291",2017-02-11
38,Martin Garrix,In the Name of Love,"1,418,655",2017-02-11
39,Rae Sremmurd,Black Beatles,"1,405,375",2017-02-11
40,Zara Larsson,I Would Like,"1,314,491",2017-02-11
41,KYLE,iSpy (feat. Lil Yachty),"1,295,479",2017-02-11
42,Snakehips,Don't Leave,"1,282,120",2017-02-11
43,Calvin Harris,My Way,"1,277,828",2017-02-11
44,Migos,T-Shirt,"1,235,926",2017-02-11
45,Alan Walker,Alone,"1,229,695",2017-02-11
46,Hailee Steinfeld,Starving,"1,224,329",2017-02-11
47,Shawn Mendes,Mercy,"1,166,985",2017-02-11
48,John Legend,Love Me Now,"1,123,246",2017-02-11
49,Zion & Lennox,Otra vez (feat. J Balvin),"1,103,502",2017-02-11
50,J Balvin,Safari,"1,042,849",2017-02-11
51,Rag'n'Bone Man,Human,"1,035,471",2017-02-11
52,Aminé,Caroline,"1,026,078",2017-02-11
53,The Chainsmokers,All We Know,"1,025,735",2017-02-11
54,Twenty One Pilots,Heathens,"997,003",2017-02-11
55,Imagine Dragons,Believer,"984,020",2017-02-11
56,Jax Jones,You Don't Know Me - Radio Edit,"983,612",2017-02-11
57,Post Malone,Congratulations,"977,802",2017-02-11
58,Bebe Rexha,I Got You,"970,423",2017-02-11
59,Shawn Mendes,Treat You Better,"969,437",2017-02-11
60,Petit Biscuit,Sunset Lover,"959,484",2017-02-11
61,Big Sean,Moves,"955,570",2017-02-11
62,Alessia Cara,Scars To Your Beautiful,"946,694",2017-02-11
63,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","944,644",2017-02-11
64,Big Sean,No Favors,"931,705",2017-02-11
65,The Chainsmokers,Don't Let Me Down,"918,174",2017-02-11
66,DRAM,Broccoli (feat. Lil Yachty),"895,483",2017-02-11
67,Ricky Martin,Vente Pa' Ca,"889,905",2017-02-11
68,Adele,Water Under the Bridge,"883,711",2017-02-11
69,Little Mix,Touch,"876,141",2017-02-11
70,Luke Christopher,Lot to Learn,"867,566",2017-02-11
71,Jonas Blue,By Your Side,"863,629",2017-02-11
72,Isaiah,It's Gotta Be You,"833,750",2017-02-11
73,The Weeknd,Party Monster,"829,041",2017-02-11
74,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","828,064",2017-02-11
75,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"821,107",2017-02-11
76,Noah Cyrus,Make Me (Cry),"818,699",2017-02-11
77,Wisin,Vacaciones,"812,543",2017-02-11
78,NEIKED,Sexual,"803,787",2017-02-11
79,Ed Sheeran,Photograph,"799,336",2017-02-11
80,Olivia Holt,History,"779,366",2017-02-11
81,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"778,067",2017-02-11
82,JP Cooper,September Song,"776,312",2017-02-11
83,Piso 21,Me Llamas (feat. Maluma) - Remix,"774,448",2017-02-11
84,Hearts & Colors,Lighthouse - Andrelli Remix,"770,396",2017-02-11
85,Bruno Mars,That's What I Like,"754,811",2017-02-11
86,Ozuna,Dile Que Tu Me Quieres,"742,183",2017-02-11
87,Twenty One Pilots,Ride,"727,943",2017-02-11
88,Twenty One Pilots,Stressed Out,"726,620",2017-02-11
89,Lady Gaga,Million Reasons,"721,752",2017-02-11
90,Flo Rida,Cake - Challenge Version,"719,844",2017-02-11
91,Ed Sheeran,Thinking out Loud,"718,801",2017-02-11
92,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","717,717",2017-02-11
93,Sean Paul,No Lie,"716,941",2017-02-11
94,21 Savage,X (feat. Future),"716,271",2017-02-11
95,Sia,Cheap Thrills,"710,971",2017-02-11
96,Childish Gambino,Redbone,"697,268",2017-02-11
97,Carlos Vives,La Bicicleta,"694,770",2017-02-11
98,Jonas Blue,Perfect Strangers,"694,063",2017-02-11
99,Desiigner,Panda,"687,288",2017-02-11
100,Sia,The Greatest,"682,969",2017-02-11
101,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"672,543",2017-02-11
102,Alan Walker,Faded,"671,360",2017-02-11
103,Calvin Harris,This Is What You Came For,"669,451",2017-02-11
104,Sebastian Yatra,Traicionera,"665,899",2017-02-11
105,Drake,Too Good,"662,865",2017-02-11
106,Stanaj,Romantic - NOTD Remix,"661,681",2017-02-11
107,Sam Hunt,Body Like A Back Road,"660,693",2017-02-11
108,G-Eazy,Some Kind Of Drug,"659,364",2017-02-11
109,Bruno Mars,Versace on the Floor,"655,491",2017-02-11
110,Justin Bieber,Sorry,"654,174",2017-02-11
111,Justin Bieber,Love Yourself,"653,958",2017-02-11
112,Rae Sremmurd,Swang,"644,985",2017-02-11
113,Nevada,The Mack,"643,570",2017-02-11
114,Charly Black,Gyal You A Party Animal - Remix,"625,219",2017-02-11
115,gnash,"i hate u, i love u (feat. olivia o'brien)","618,144",2017-02-11
116,Drake,Sneakin’,"616,146",2017-02-11
117,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","616,064",2017-02-11
118,Rob $tone,Chill Bill,"612,768",2017-02-11
119,Travis Scott,goosebumps,"611,373",2017-02-11
120,Lauv,The Other,"607,455",2017-02-11
121,DVBBS,Not Going Home,"603,026",2017-02-11
122,A R I Z O N A,Oceans Away,"598,170",2017-02-11
123,21 Savage,No Heart,"597,354",2017-02-11
124,J. Cole,Deja Vu,"595,502",2017-02-11
125,Rihanna,Work,"592,734",2017-02-11
126,Drake,Controlla,"587,057",2017-02-11
127,Aaron Carter,Sooner Or Later,"586,339",2017-02-11
128,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"576,445",2017-02-11
129,San Holo,Light,"574,539",2017-02-11
130,Rihanna,Love On The Brain,"574,286",2017-02-11
131,Dua Lipa,Be The One,"571,435",2017-02-11
132,FRENSHIP,Capsize,"570,990",2017-02-11
133,Don Omar,Te Quiero Pa´Mi,"564,596",2017-02-11
134,Daddy Yankee,Shaky Shaky,"562,591",2017-02-11
135,Lukas Graham,7 Years,"560,418",2017-02-11
136,Chino & Nacho,Andas En Mi Cabeza,"557,337",2017-02-11
137,Little Mix,Shout Out to My Ex,"557,194",2017-02-11
138,Rihanna,Needed Me,"556,289",2017-02-11
139,Daddy Yankee,La Rompe Corazones,"552,542",2017-02-11
140,Andy Grammer,Fresh Eyes,"549,392",2017-02-11
141,DNCE,Cake By The Ocean,"542,279",2017-02-11
142,Galantis,Love on Me,"537,650",2017-02-11
143,Mike Perry,The Ocean (feat. Shy Martin),"536,630",2017-02-11
144,Gucci Mane,Both (feat. Drake),"534,562",2017-02-11
145,Coldplay,Hymn for the Weekend - Seeb Remix,"531,121",2017-02-11
146,The Chainsmokers,Setting Fires,"525,925",2017-02-11
147,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"522,792",2017-02-11
148,Farruko,Chillax (feat. Ky-Mani Marley),"522,208",2017-02-11
149,Ariana Grande,Into You,"519,423",2017-02-11
150,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"511,908",2017-02-11
151,Young Thug,pick up the phone,"507,541",2017-02-11
152,Major Lazer,Lean On (feat. MØ & DJ Snake),"502,309",2017-02-11
153,Enrique Iglesias,DUELE EL CORAZON,"496,881",2017-02-11
154,Migos,Kelly Price (feat. Travis Scott),"494,342",2017-02-11
155,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"493,327",2017-02-11
156,Niall Horan,This Town,"492,818",2017-02-11
157,Mura Masa,Love$ick,"492,246",2017-02-11
158,Maluma,Borro Cassette,"486,889",2017-02-11
159,Adele,Hello,"483,425",2017-02-11
160,MØ,Final Song,"481,109",2017-02-11
161,Desiigner,Outlet,"474,418",2017-02-11
162,ZAYN,PILLOWTALK,"472,796",2017-02-11
163,XXXTENTACION,Look at Me!,"472,302",2017-02-11
164,DJ Snake,Middle,"470,437",2017-02-11
165,Migos,Slippery (feat. Gucci Mane),"467,728",2017-02-11
166,Adele,Send My Love (To Your New Lover),"460,232",2017-02-11
167,Eminem,"Lose Yourself - From ""8 Mile"" Soundtrack","459,033",2017-02-11
168,Jonas Blue,Fast Car,"455,954",2017-02-11
169,Zara Larsson,So Good (feat. Ty Dolla $ign),"453,684",2017-02-11
170,Big Sean,Sacrifices,"453,534",2017-02-11
171,Shawn Mendes,Stitches,"452,592",2017-02-11
172,The Weeknd,Six Feet Under,"451,809",2017-02-11
173,Future,Low Life,"449,236",2017-02-11
174,G-Eazy,"Me, Myself & I","448,375",2017-02-11
175,Burak Yeter,Tuesday,"445,079",2017-02-11
176,Calum Scott,Dancing On My Own,"441,993",2017-02-11
177,Post Malone,White Iverson,"441,127",2017-02-11
178,James Bay,Let It Go,"440,255",2017-02-11
179,Flume,Never Be Like You,"439,856",2017-02-11
180,Khalid,Location,"439,778",2017-02-11
181,Lil Uzi Vert,You Was Right,"436,868",2017-02-11
182,Justin Bieber,What Do You Mean?,"435,774",2017-02-11
183,The Weeknd,The Hills,"433,169",2017-02-11
184,Drake,Hotline Bling,"432,995",2017-02-11
185,John Legend,All of Me,"431,182",2017-02-11
186,Zay Hilfigerrr,Juju On That Beat (TZ Anthem),"430,654",2017-02-11
187,Cosculluela,Manicomio,"428,685",2017-02-11
188,Rag'n'Bone Man,Skin,"428,239",2017-02-11
189,Future,Used to This,"426,737",2017-02-11
190,Big Sean,Jump Out The Window,"424,969",2017-02-11
191,Eminem,'Till I Collapse,"423,522",2017-02-11
192,Passenger,Let Her Go,"423,130",2017-02-11
193,J. Cole,No Role Modelz,"421,900",2017-02-11
194,Chris Brown,Party,"420,252",2017-02-11
195,Sabrina Carpenter,Thumbs,"419,095",2017-02-11
196,Maluma,Cuatro Babys,"415,737",2017-02-11
197,Sebastian Yatra,Traicionera - Remix,"413,924",2017-02-11
198,Milky Chance,Cocoon,"413,723",2017-02-11
199,Thomas Gold,Magic,"411,715",2017-02-11
200,Sam Smith,Stay With Me,"411,172",2017-02-11
1,Ed Sheeran,Shape of You,"6,845,116",2017-02-12
2,ZAYN,"I Don’t Wanna Live Forever (Fifty Shades Darker) - From ""Fifty Shades Darker (Original Motion Picture Soundtrack)""","3,965,956",2017-02-12
3,Luis Fonsi,Despacito (Featuring Daddy Yankee),"3,557,478",2017-02-12
4,The Chainsmokers,Paris,"3,540,879",2017-02-12
5,Ed Sheeran,Castle on the Hill,"2,680,324",2017-02-12
6,Martin Garrix,Scared to Be Lonely,"2,639,096",2017-02-12
7,Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),"2,625,348",2017-02-12
8,The Weeknd,Starboy,"2,407,665",2017-02-12
9,James Arthur,Say You Won't Let Go,"2,380,432",2017-02-12
10,Katy Perry,Chained To The Rhythm,"2,349,584",2017-02-12
11,The Chainsmokers,Closer,"2,250,390",2017-02-12
12,Migos,Bad and Boujee (feat. Lil Uzi Vert),"2,238,215",2017-02-12
13,The Weeknd,I Feel It Coming,"2,170,317",2017-02-12
14,Starley,Call On Me - Ryan Riback Extended Remix,"2,085,922",2017-02-12
15,Shakira,Chantaje (feat. Maluma),"1,902,863",2017-02-12
16,Julia Michaels,Issues,"1,870,156",2017-02-12
17,Maroon 5,Don't Wanna Know,"1,862,692",2017-02-12
18,Machine Gun Kelly,Bad Things (with Camila Cabello),"1,816,942",2017-02-12
19,Steve Aoki,Just Hold On,"1,760,517",2017-02-12
20,Alessia Cara,"How Far I'll Go - From ""Moana""","1,746,230",2017-02-12
21,Drake,Fake Love,"1,728,799",2017-02-12
22,Major Lazer,Run Up (feat. PARTYNEXTDOOR & Nicki Minaj),"1,655,554",2017-02-12
23,DJ Snake,Let Me Love You,"1,621,956",2017-02-12
24,Bruno Mars,24K Magic,"1,585,836",2017-02-12
25,Big Sean,Bounce Back,"1,559,099",2017-02-12
26,The Vamps,All Night,"1,541,708",2017-02-12
27,Drake,One Dance,"1,497,708",2017-02-12
28,Martin Jensen,Solo Dance,"1,457,615",2017-02-12
29,Jon Bellion,All Time Low,"1,447,469",2017-02-12
30,AJR,Weak,"1,446,938",2017-02-12
31,Alok,Hear Me Now,"1,407,366",2017-02-12
32,CNCO,Reggaetón Lento (Bailemos),"1,360,187",2017-02-12
33,Nicky Jam,El Amante,"1,343,510",2017-02-12
34,Ariana Grande,Side To Side,"1,292,781",2017-02-12
35,Martin Garrix,In the Name of Love,"1,258,471",2017-02-12
36,Major Lazer,Cold Water (feat. Justin Bieber & MØ),"1,256,584",2017-02-12
37,Robin Schulz,Shed a Light,"1,255,861",2017-02-12
38,Sage The Gemini,Now and Later,"1,240,035",2017-02-12
39,KYLE,iSpy (feat. Lil Yachty),"1,230,979",2017-02-12
40,Rae Sremmurd,Black Beatles,"1,224,427",2017-02-12
41,Snakehips,Don't Leave,"1,168,376",2017-02-12
42,Zara Larsson,I Would Like,"1,140,872",2017-02-12
43,Migos,T-Shirt,"1,092,691",2017-02-12
44,Hailee Steinfeld,Starving,"1,089,806",2017-02-12
45,Calvin Harris,My Way,"1,075,734",2017-02-12
46,Alan Walker,Alone,"1,049,378",2017-02-12
47,Shawn Mendes,Mercy,"1,048,281",2017-02-12
48,John Legend,Love Me Now,"990,143",2017-02-12
49,Zion & Lennox,Otra vez (feat. J Balvin),"984,080",2017-02-12
50,Aminé,Caroline,"931,350",2017-02-12
51,J Balvin,Safari,"925,856",2017-02-12
52,Post Malone,Congratulations,"924,040",2017-02-12
53,Imagine Dragons,Believer,"910,755",2017-02-12
54,Rag'n'Bone Man,Human,"896,684",2017-02-12
55,Twenty One Pilots,Heathens,"892,470",2017-02-12
56,The Chainsmokers,All We Know,"888,422",2017-02-12
57,Shawn Mendes,Treat You Better,"872,555",2017-02-12
58,Petit Biscuit,Sunset Lover,"868,365",2017-02-12
59,Bebe Rexha,I Got You,"865,708",2017-02-12
60,Alessia Cara,Scars To Your Beautiful,"854,569",2017-02-12
61,Adele,Water Under the Bridge,"825,061",2017-02-12
62,DRAM,Broccoli (feat. Lil Yachty),"820,491",2017-02-12
63,Jax Jones,You Don't Know Me - Radio Edit,"818,865",2017-02-12
64,The Chainsmokers,Don't Let Me Down,"813,230",2017-02-12
65,Justin Timberlake,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")","809,300",2017-02-12
66,Big Sean,Moves,"798,874",2017-02-12
67,Isaiah,It's Gotta Be You,"795,111",2017-02-12
68,Luke Christopher,Lot to Learn,"787,960",2017-02-12
69,Ed Sheeran,Photograph,"785,715",2017-02-12
70,Noah Cyrus,Make Me (Cry),"769,994",2017-02-12
71,Ricky Martin,Vente Pa' Ca,"763,017",2017-02-12
72,Big Sean,No Favors,"762,710",2017-02-12
73,Little Mix,Touch,"758,837",2017-02-12
74,The Weeknd,Party Monster,"745,531",2017-02-12
75,Jonas Blue,By Your Side,"740,870",2017-02-12
76,Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),"732,836",2017-02-12
77,Bruno Mars,That's What I Like,"731,861",2017-02-12
78,Olivia Holt,History,"723,465",2017-02-12
79,IAmChino,"Ay Mi Dios (feat. Pitbull, Yandel & Chacal)","706,254",2017-02-12
80,Wisin,Vacaciones,"704,166",2017-02-12
81,Ed Sheeran,Thinking out Loud,"686,121",2017-02-12
82,Hearts & Colors,Lighthouse - Andrelli Remix,"683,859",2017-02-12
83,Mike Posner,I Took A Pill In Ibiza - Seeb Remix,"678,168",2017-02-12
84,NEIKED,Sexual,"671,508",2017-02-12
85,JP Cooper,September Song,"668,907",2017-02-12
86,Twenty One Pilots,Stressed Out,"664,769",2017-02-12
87,Lady Gaga,Million Reasons,"663,932",2017-02-12
88,Piso 21,Me Llamas (feat. Maluma) - Remix,"655,903",2017-02-12
89,Twenty One Pilots,Ride,"649,079",2017-02-12
90,Childish Gambino,Redbone,"647,533",2017-02-12
91,21 Savage,X (feat. Future),"646,184",2017-02-12
92,Flo Rida,Cake - Challenge Version,"644,751",2017-02-12
93,Ozuna,Dile Que Tu Me Quieres,"642,470",2017-02-12
94,Bruno Mars,Versace on the Floor,"621,466",2017-02-12
95,Anuel Aa,"Sola (Remix) [feat. Daddy Yankee, Wisin, Farruko, Zion & Lennox]","619,880",2017-02-12
96,Jonas Blue,Perfect Strangers,"618,516",2017-02-12
97,G-Eazy,Some Kind Of Drug,"615,925",2017-02-12
98,Sam Hunt,Body Like A Back Road,"613,502",2017-02-12
99,Sia,Cheap Thrills,"611,213",2017-02-12
100,Justin Bieber,Love Yourself,"605,125",2017-02-12
101,Drake,Too Good,"603,710",2017-02-12
102,Desiigner,Panda,"601,955",2017-02-12
103,Alan Walker,Faded,"601,619",2017-02-12
104,Carlos Vives,La Bicicleta,"598,032",2017-02-12
105,Sean Paul,No Lie,"597,692",2017-02-12
106,Stanaj,Romantic - NOTD Remix,"595,561",2017-02-12
107,gnash,"i hate u, i love u (feat. olivia o'brien)","587,826",2017-02-12
108,Lauv,The Other,"586,497",2017-02-12
109,Fifth Harmony,Work from Home (feat. Ty Dolla $ign),"582,177",2017-02-12
110,Rae Sremmurd,Swang,"582,151",2017-02-12
111,Justin Bieber,Sorry,"579,350",2017-02-12
112,Calvin Harris,This Is What You Came For,"578,560",2017-02-12
113,Sebastian Yatra,Traicionera,"576,791",2017-02-12
114,Sia,The Greatest,"574,802",2017-02-12
115,Drake,Sneakin’,"561,054",2017-02-12
116,Travis Scott,goosebumps,"557,788",2017-02-12
117,Aaron Carter,Sooner Or Later,"557,035",2017-02-12
118,Lil Wayne,"Sucker For Pain (with Wiz Khalifa, Imagine Dragons, Logic & Ty Dolla $ign feat. X Ambassadors)","555,110",2017-02-12
119,Rob $tone,Chill Bill,"552,625",2017-02-12
120,A R I Z O N A,Oceans Away,"546,418",2017-02-12
121,DVBBS,Not Going Home,"545,516",2017-02-12
122,Drake,Controlla,"538,776",2017-02-12
123,21 Savage,No Heart,"537,443",2017-02-12
124,Lukas Graham,7 Years,"536,156",2017-02-12
125,J. Cole,Deja Vu,"533,325",2017-02-12
126,Charly Black,Gyal You A Party Animal - Remix,"530,744",2017-02-12
127,Rihanna,Work,"530,067",2017-02-12
128,Rihanna,Love On The Brain,"519,232",2017-02-12
129,Nevada,The Mack,"515,522",2017-02-12
130,Andy Grammer,Fresh Eyes,"513,932",2017-02-12
131,San Holo,Light,"513,180",2017-02-12
132,FRENSHIP,Capsize,"512,613",2017-02-12
133,Little Mix,Shout Out to My Ex,"508,132",2017-02-12
134,Dua Lipa,Be The One,"504,029",2017-02-12
135,Rihanna,Needed Me,"500,027",2017-02-12
136,Daddy Yankee,La Rompe Corazones,"498,389",2017-02-12
137,Daddy Yankee,Shaky Shaky,"494,927",2017-02-12
138,Don Omar,Te Quiero Pa´Mi,"489,287",2017-02-12
139,Gucci Mane,Both (feat. Drake),"484,593",2017-02-12
140,Niall Horan,This Town,"482,237",2017-02-12
141,Chino & Nacho,Andas En Mi Cabeza,"481,539",2017-02-12
142,Kungs,This Girl (Kungs Vs. Cookin' On 3 Burners) - Kungs Vs. Cookin' On 3 Burners,"481,004",2017-02-12
143,Mike Perry,The Ocean (feat. Shy Martin),"478,035",2017-02-12
144,The Chainsmokers,Setting Fires,"477,028",2017-02-12
145,Chance the Rapper,No Problem (feat. Lil Wayne & 2 Chainz),"469,996",2017-02-12
146,DNCE,Cake By The Ocean,"469,785",2017-02-12
147,Ariana Grande,Into You,"464,077",2017-02-12
148,Adele,Hello,"461,318",2017-02-12
149,Coldplay,Hymn for the Weekend - Seeb Remix,"457,384",2017-02-12
150,Young Thug,pick up the phone,"456,347",2017-02-12
151,XXXTENTACION,Look at Me!,"452,466",2017-02-12
152,Farruko,Chillax (feat. Ky-Mani Marley),"447,895",2017-02-12
153,James Bay,Let It Go,"445,025",2017-02-12
154,Galantis,Love on Me,"441,448",2017-02-12
155,Migos,Kelly Price (feat. Travis Scott),"439,492",2017-02-12
156,Major Lazer,Light It Up (feat. Nyla & Fuse ODG) - Remix,"437,158",2017-02-12
157,Major Lazer,Lean On (feat. MØ & DJ Snake),"433,477",2017-02-12
158,Vice,Steady 1234 (feat. Jasmine Thompson & Skizzy Mars),"432,716",2017-02-12
159,ZAYN,PILLOWTALK,"432,091",2017-02-12
160,Enrique Iglesias,DUELE EL CORAZON,"427,748",2017-02-12
161,Adele,Send My Love (To Your New Lover),"426,477",2017-02-12
162,Maluma,Borro Cassette,"425,213",2017-02-12
163,Flume,Never Be Like You,"425,127",2017-02-12
164,Calum Scott,Dancing On My Own,"425,115",2017-02-12
165,Mura Masa,Love$ick,"423,923",2017-02-12
166,DJ Snake,Middle,"423,611",2017-02-12
167,Migos,Slippery (feat. Gucci Mane),"423,159",2017-02-12
168,Khalid,Location,"422,296",2017-02-12
169,Shawn Mendes,Stitches,"420,204",2017-02-12
170,MØ,Final Song,"412,894",2017-02-12
171,Rag'n'Bone Man,Skin,"411,880",2017-02-12
172,John Legend,All of Me,"410,693",2017-02-12
173,Sabrina Carpenter,Thumbs,"410,637",2017-02-12
